   NUMBER,NAME,LAT,LON,TIME,WIND,PR,STAT,YEAR,TIMESTAMP 
1287,MICHELLE,16.8,-83.6,11/01/12Z,50,995,TROPICAL STORM,2001,11/1/2001 12:00
1287,MICHELLE,17,-83.8,11/01/18Z,50,993,TROPICAL STORM,2001,11/1/2001 18:00
1287,MICHELLE,17.3,-83.9,11/02/00Z,55,991,TROPICAL STORM,2001,11/2/2001 0:00
1287,MICHELLE,17.5,-83.9,11/02/06Z,60,988,TROPICAL STORM,2001,11/2/2001 6:00
1287,MICHELLE,17.8,-84,11/02/12Z,70,979,HURRICANE-1,2001,11/2/2001 12:00
1287,MICHELLE,18,-84,11/02/18Z,80,969,HURRICANE-1,2001,11/2/2001 18:00
1287,MICHELLE,18.5,-84,11/03/00Z,90,957,HURRICANE-2,2001,11/3/2001 0:00
1287,MICHELLE,18.8,-84.3,11/03/06Z,105,942,HURRICANE-3,2001,11/3/2001 6:00
1287,MICHELLE,18.9,-84.3,11/03/12Z,115,937,HURRICANE-4,2001,11/3/2001 12:00
1287,MICHELLE,19.3,-84.1,11/03/18Z,110,934,HURRICANE-3,2001,11/3/2001 18:00
1287,MICHELLE,19.7,-83.7,11/04/00Z,115,938,HURRICANE-4,2001,11/4/2001 0:00
1287,MICHELLE,20.1,-83.3,11/04/06Z,120,944,HURRICANE-4,2001,11/4/2001 6:00
1287,MICHELLE,20.8,-82.5,11/04/12Z,120,947,HURRICANE-4,2001,11/4/2001 12:00
1287,MICHELLE,21.5,-81.8,11/04/18Z,120,949,HURRICANE-4,2001,11/4/2001 18:00
1287,MICHELLE,22.3,-80.9,11/05/00Z,105,953,HURRICANE-3,2001,11/5/2001 0:00
1287,MICHELLE,23.1,-79.7,11/05/06Z,80,972,HURRICANE-1,2001,11/5/2001 6:00
1287,MICHELLE,24.3,-78,11/05/12Z,80,974,HURRICANE-1,2001,11/5/2001 12:00
1287,MICHELLE,25.4,-76.4,11/05/18Z,75,980,HURRICANE-1,2001,11/5/2001 18:00
1287,MICHELLE,26.3,-74.5,11/06/00Z,75,980,EXTRATROPICAL STORM-1,2001,11/6/2001 0:00
1287,MICHELLE,26.9,-72.6,11/06/06Z,75,980,EXTRATROPICAL STORM-1,2001,11/6/2001 6:00
1287,MICHELLE,27.3,-69.7,11/06/12Z,65,984,EXTRATROPICAL STORM-1,2001,11/6/2001 12:00
1287,MICHELLE,28.7,-66.5,11/06/18Z,55,989,EXTRATROPICAL STORM,2001,11/6/2001 18:00
1288,NOEL,33.9,-50.4,11/04/00Z,45,988,SUBTROPICAL DEPRESSION,2001,11/4/2001 0:00
1288,NOEL,34.1,-50.4,11/04/06Z,45,990,SUBTROPICAL DEPRESSION,2001,11/4/2001 6:00
1288,NOEL,34.3,-50.4,11/04/12Z,45,993,SUBTROPICAL DEPRESSION,2001,11/4/2001 12:00
1288,NOEL,35.2,-50.3,11/04/18Z,50,993,SUBTROPICAL DEPRESSION,2001,11/4/2001 18:00
1288,NOEL,36.1,-50.1,11/05/00Z,55,991,SUBTROPICAL DEPRESSION,2001,11/5/2001 0:00
1288,NOEL,37,-50.1,11/05/06Z,60,988,SUBTROPICAL DEPRESSION,2001,11/5/2001 6:00
1288,NOEL,37.8,-50.3,11/05/12Z,65,986,HURRICANE-1,2001,11/5/2001 12:00
1288,NOEL,38.8,-50.2,11/05/18Z,65,986,HURRICANE-1,2001,11/5/2001 18:00
1288,NOEL,39.7,-49.7,11/06/00Z,60,990,TROPICAL STORM,2001,11/6/2001 0:00
1288,NOEL,41.3,-49.2,11/06/06Z,55,994,TROPICAL STORM,2001,11/6/2001 6:00
1288,NOEL,43,-48.5,11/06/12Z,50,996,EXTRATROPICAL STORM,2001,11/6/2001 12:00
1288,NOEL,45,-48,11/06/18Z,50,1000,EXTRATROPICAL STORM,2001,11/6/2001 18:00
1289,OLGA,0,0,11/23/00Z,0,0,,2001,11/23/2001 0:00
1289,OLGA,30.5,-51,11/23/06Z,25,1003,EXTRATROPICAL STORM,2001,11/23/2001 6:00
1289,OLGA,30.2,-51,11/23/12Z,25,1000,EXTRATROPICAL STORM,2001,11/23/2001 12:00
1289,OLGA,29.7,-50.7,11/23/18Z,30,994,EXTRATROPICAL STORM,2001,11/23/2001 18:00
1289,OLGA,29.3,-50.3,11/24/00Z,50,990,SUBTROPICAL DEPRESSION,2001,11/24/2001 0:00
1289,OLGA,29.3,-50,11/24/06Z,50,990,SUBTROPICAL DEPRESSION,2001,11/24/2001 6:00
1289,OLGA,29.5,-49.8,11/24/12Z,50,989,TROPICAL STORM,2001,11/24/2001 12:00
1289,OLGA,30.3,-49.5,11/24/18Z,50,989,TROPICAL STORM,2001,11/24/2001 18:00
1289,OLGA,31.3,-50.6,11/25/00Z,50,989,TROPICAL STORM,2001,11/25/2001 0:00
1289,OLGA,31.8,-52,11/25/06Z,50,989,TROPICAL STORM,2001,11/25/2001 6:00
1289,OLGA,31.7,-53.5,11/25/12Z,55,989,TROPICAL STORM,2001,11/25/2001 12:00
1289,OLGA,30.8,-55,11/25/18Z,60,987,TROPICAL STORM,2001,11/25/2001 18:00
1289,OLGA,30.3,-55.3,11/26/00Z,60,979,TROPICAL STORM,2001,11/26/2001 0:00
1289,OLGA,30.1,-55.6,11/26/06Z,60,979,TROPICAL STORM,2001,11/26/2001 6:00
1289,OLGA,30.6,-55.9,11/26/12Z,65,979,HURRICANE-1,2001,11/26/2001 12:00
1289,OLGA,31.1,-56,11/26/18Z,65,977,HURRICANE-1,2001,11/26/2001 18:00
1289,OLGA,32.1,-56.2,11/27/00Z,75,975,HURRICANE-1,2001,11/27/2001 0:00
1289,OLGA,32.6,-57,11/27/06Z,80,973,HURRICANE-1,2001,11/27/2001 6:00
1289,OLGA,31.5,-57.2,11/27/12Z,80,974,HURRICANE-1,2001,11/27/2001 12:00
1289,OLGA,32,-56,11/27/18Z,75,975,HURRICANE-1,2001,11/27/2001 18:00
1289,OLGA,32.3,-55.8,11/28/00Z,75,975,HURRICANE-1,2001,11/28/2001 0:00
1289,OLGA,32.6,-55.7,11/28/06Z,75,975,HURRICANE-1,2001,11/28/2001 6:00
1289,OLGA,32.4,-56.2,11/28/12Z,75,977,HURRICANE-1,2001,11/28/2001 12:00
1289,OLGA,31.4,-57,11/28/18Z,70,979,HURRICANE-1,2001,11/28/2001 18:00
1289,OLGA,30.3,-57.6,11/29/00Z,65,987,HURRICANE-1,2001,11/29/2001 0:00
1289,OLGA,29.3,-58.7,11/29/06Z,60,990,TROPICAL STORM,2001,11/29/2001 6:00
1289,OLGA,28.4,-60.1,11/29/12Z,60,992,TROPICAL STORM,2001,11/29/2001 12:00
1289,OLGA,27.3,-61.8,11/29/18Z,55,994,TROPICAL STORM,2001,11/29/2001 18:00
1289,OLGA,26.2,-63.2,11/30/00Z,45,998,TROPICAL STORM,2001,11/30/2001 0:00
1289,OLGA,25.3,-64.7,11/30/06Z,35,1001,TROPICAL STORM,2001,11/30/2001 6:00
1289,OLGA,24.5,-66.2,11/30/12Z,30,1003,TROPICAL DEPRESSION,2001,11/30/2001 12:00
1289,OLGA,23.7,-67.1,11/30/18Z,30,1004,TROPICAL DEPRESSION,2001,11/30/2001 18:00
1289,OLGA,23.4,-67.7,12/01/00Z,30,1004,TROPICAL DEPRESSION,2001,12/1/2001 0:00
1289,OLGA,23.1,-68,12/01/06Z,30,1005,TROPICAL DEPRESSION,2001,12/1/2001 6:00
1289,OLGA,22.8,-68.3,12/01/12Z,30,1004,TROPICAL DEPRESSION,2001,12/1/2001 12:00
1289,OLGA,23,-68.6,12/01/18Z,30,1004,TROPICAL DEPRESSION,2001,12/1/2001 18:00
1289,OLGA,23.4,-68.9,12/02/00Z,35,1003,TROPICAL STORM,2001,12/2/2001 0:00
1289,OLGA,24.3,-68.9,12/02/06Z,35,1003,TROPICAL STORM,2001,12/2/2001 6:00
1289,OLGA,25.5,-69.2,12/02/12Z,40,1001,TROPICAL STORM,2001,12/2/2001 12:00
1289,OLGA,26.4,-69.5,12/02/18Z,40,1001,TROPICAL STORM,2001,12/2/2001 18:00
1289,OLGA,27,-69.7,12/03/00Z,35,1004,TROPICAL STORM,2001,12/3/2001 0:00
1289,OLGA,27.4,-69.9,12/03/06Z,35,1005,TROPICAL STORM,2001,12/3/2001 6:00
1289,OLGA,27.8,-69.9,12/03/12Z,35,1005,TROPICAL STORM,2001,12/3/2001 12:00
1289,OLGA,27.7,-69.6,12/03/18Z,35,1005,TROPICAL STORM,2001,12/3/2001 18:00
1289,OLGA,27.7,-69.1,12/04/00Z,30,1006,TROPICAL DEPRESSION,2001,12/4/2001 0:00
1289,OLGA,27.8,-68.2,12/04/06Z,30,1006,TROPICAL DEPRESSION,2001,12/4/2001 6:00
1289,OLGA,27.8,-68,12/04/12Z,30,1006,TROPICAL DEPRESSION,2001,12/4/2001 12:00
1289,OLGA,27,-67.4,12/04/18Z,30,1006,TROPICAL DEPRESSION,2001,12/4/2001 18:00
1296,GUSTAV,0,0,09/08/00Z,0,0,,2002,9/8/2002 0:00
1296,GUSTAV,0,0,09/08/06Z,0,0,,2002,9/8/2002 6:00
1296,GUSTAV,29,-71,09/08/12Z,30,1009,SUBTROPICAL DEPRESSION,2002,9/8/2002 12:00
1296,GUSTAV,30.2,-71.1,09/08/18Z,35,1007,SUBTROPICAL DEPRESSION,2002,9/8/2002 18:00
1296,GUSTAV,30.5,-72.3,09/09/00Z,40,1004,SUBTROPICAL DEPRESSION,2002,9/9/2002 0:00
1296,GUSTAV,31.2,-72.6,09/09/06Z,40,1003,SUBTROPICAL DEPRESSION,2002,9/9/2002 6:00
1296,GUSTAV,31.6,-73.6,09/09/12Z,40,1002,SUBTROPICAL DEPRESSION,2002,9/9/2002 12:00
1296,GUSTAV,31.9,-74.5,09/09/18Z,40,1002,SUBTROPICAL DEPRESSION,2002,9/9/2002 18:00
1296,GUSTAV,32.1,-75.5,09/10/00Z,45,996,SUBTROPICAL DEPRESSION,2002,9/10/2002 0:00
1296,GUSTAV,33,-75.5,09/10/06Z,50,990,SUBTROPICAL DEPRESSION,2002,9/10/2002 6:00
1296,GUSTAV,33.7,-75.4,09/10/12Z,50,987,TROPICAL STORM,2002,9/10/2002 12:00
1296,GUSTAV,35,-75.4,09/10/18Z,55,985,TROPICAL STORM,2002,9/10/2002 18:00
1296,GUSTAV,35.5,-74.7,09/11/00Z,55,983,TROPICAL STORM,2002,9/11/2002 0:00
1296,GUSTAV,36.8,-73,09/11/06Z,60,977,TROPICAL STORM,2002,9/11/2002 6:00
1296,GUSTAV,38,-70.8,09/11/12Z,70,971,HURRICANE-1,2002,9/11/2002 12:00
1296,GUSTAV,40.3,-66.8,09/11/18Z,85,964,HURRICANE-2,2002,9/11/2002 18:00
1296,GUSTAV,43.1,-62.8,09/12/00Z,80,962,HURRICANE-1,2002,9/12/2002 0:00
1296,GUSTAV,46.5,-59.6,09/12/06Z,75,960,HURRICANE-1,2002,9/12/2002 6:00
1296,GUSTAV,48.6,-57.7,09/12/12Z,60,965,EXTRATROPICAL STORM,2002,9/12/2002 12:00
1296,GUSTAV,50.1,-55.5,09/12/18Z,60,967,EXTRATROPICAL STORM,2002,9/12/2002 18:00
1296,GUSTAV,51,-54,09/13/00Z,55,968,EXTRATROPICAL STORM,2002,9/13/2002 0:00
1296,GUSTAV,52.5,-52.5,09/13/06Z,50,968,EXTRATROPICAL STORM,2002,9/13/2002 6:00
1296,GUSTAV,54.5,-51.4,09/13/12Z,45,972,EXTRATROPICAL STORM,2002,9/13/2002 12:00
1296,GUSTAV,56,-49.5,09/13/18Z,45,976,EXTRATROPICAL STORM,2002,9/13/2002 18:00
1296,GUSTAV,57,-51.5,09/14/00Z,40,982,EXTRATROPICAL STORM,2002,9/14/2002 0:00
1296,GUSTAV,58,-52.5,09/14/06Z,35,984,EXTRATROPICAL STORM,2002,9/14/2002 6:00
1296,GUSTAV,59.5,-53.5,09/14/12Z,30,989,EXTRATROPICAL STORM,2002,9/14/2002 12:00
1296,GUSTAV,61,-54,09/14/18Z,30,992,EXTRATROPICAL STORM,2002,9/14/2002 18:00
1296,GUSTAV,62.5,-54.5,09/15/00Z,20,998,EXTRATROPICAL STORM,2002,9/15/2002 0:00
1296,GUSTAV,0,0,09/15/06Z,0,0,,2002,9/15/2002 6:00
1296,GUSTAV,0,0,09/15/12Z,0,0,,2002,9/15/2002 12:00
1296,GUSTAV,0,0,09/15/18Z,0,0,,2002,9/15/2002 18:00
1298,ISIDORE,0,0,09/14/00Z,0,0,,2002,9/14/2002 0:00
1298,ISIDORE,0,0,09/14/06Z,0,0,,2002,9/14/2002 6:00
1298,ISIDORE,0,0,09/14/12Z,0,0,,2002,9/14/2002 12:00
1298,ISIDORE,10,-60.5,09/14/18Z,25,1009,TROPICAL DEPRESSION,2002,9/14/2002 18:00
1298,ISIDORE,10.2,-62.4,09/15/00Z,25,1009,TROPICAL DEPRESSION,2002,9/15/2002 0:00
1298,ISIDORE,10.6,-64.3,09/15/06Z,25,1009,TROPICAL DEPRESSION,2002,9/15/2002 6:00
1298,ISIDORE,11.2,-66.4,09/15/12Z,25,1009,TROPICAL DEPRESSION,2002,9/15/2002 12:00
1298,ISIDORE,12.3,-68.5,09/15/18Z,25,1009,TROPICAL WAVE,2002,9/15/2002 18:00
1298,ISIDORE,14.2,-70.5,09/16/00Z,20,1009,TROPICAL WAVE,2002,9/16/2002 0:00
1298,ISIDORE,15,-71.9,09/16/06Z,20,1008,TROPICAL WAVE,2002,9/16/2002 6:00
1298,ISIDORE,15.5,-73.2,09/16/12Z,20,1008,TROPICAL WAVE,2002,9/16/2002 12:00
1298,ISIDORE,15.7,-74.5,09/16/18Z,20,1008,TROPICAL WAVE,2002,9/16/2002 18:00
1298,ISIDORE,15.8,-75.3,09/17/00Z,25,1008,TROPICAL WAVE,2002,9/17/2002 0:00
1298,ISIDORE,15.8,-76.1,09/17/06Z,25,1008,TROPICAL WAVE,2002,9/17/2002 6:00
1298,ISIDORE,15.9,-76.8,09/17/12Z,30,1008,TROPICAL DEPRESSION,2002,9/17/2002 12:00
1298,ISIDORE,16.3,-77.4,09/17/18Z,30,1006,TROPICAL DEPRESSION,2002,9/17/2002 18:00
1298,ISIDORE,16.7,-77.7,09/18/00Z,30,1006,TROPICAL DEPRESSION,2002,9/18/2002 0:00
1298,ISIDORE,17.1,-78.1,09/18/06Z,35,1006,TROPICAL STORM,2002,9/18/2002 6:00
1298,ISIDORE,17.7,-78.5,09/18/12Z,40,1004,TROPICAL STORM,2002,9/18/2002 12:00
1298,ISIDORE,18.7,-78.6,09/18/18Z,45,1001,TROPICAL STORM,2002,9/18/2002 18:00
1298,ISIDORE,19.3,-79.3,09/19/00Z,50,998,TROPICAL STORM,2002,9/19/2002 0:00
1298,ISIDORE,19.7,-80.4,09/19/06Z,50,990,TROPICAL STORM,2002,9/19/2002 6:00
1298,ISIDORE,19.9,-80.9,09/19/12Z,60,990,TROPICAL STORM,2002,9/19/2002 12:00
1298,ISIDORE,20.4,-81.7,09/19/18Z,65,983,HURRICANE-1,2002,9/19/2002 18:00
1298,ISIDORE,20.7,-82.3,09/20/00Z,75,979,HURRICANE-1,2002,9/20/2002 0:00
1298,ISIDORE,21.1,-83,09/20/06Z,90,967,HURRICANE-2,2002,9/20/2002 6:00
1298,ISIDORE,21.5,-83.5,09/20/12Z,85,966,HURRICANE-2,2002,9/20/2002 12:00
1298,ISIDORE,21.8,-84,09/20/18Z,75,965,HURRICANE-1,2002,9/20/2002 18:00
1298,ISIDORE,22.1,-84.3,09/21/00Z,75,964,HURRICANE-1,2002,9/21/2002 0:00
1298,ISIDORE,22.3,-85.1,09/21/06Z,85,964,HURRICANE-2,2002,9/21/2002 6:00
1298,ISIDORE,22,-85.8,09/21/12Z,100,955,HURRICANE-3,2002,9/21/2002 12:00
1298,ISIDORE,21.9,-86.1,09/21/18Z,110,946,HURRICANE-3,2002,9/21/2002 18:00
1298,ISIDORE,22.1,-86.5,09/22/00Z,110,947,HURRICANE-3,2002,9/22/2002 0:00
1298,ISIDORE,22,-87.4,09/22/06Z,110,936,HURRICANE-3,2002,9/22/2002 6:00
1298,ISIDORE,21.9,-88.2,09/22/12Z,110,934,HURRICANE-3,2002,9/22/2002 12:00
1298,ISIDORE,21.6,-88.9,09/22/18Z,110,935,HURRICANE-3,2002,9/22/2002 18:00
1298,ISIDORE,21,-89.4,09/23/00Z,100,950,HURRICANE-3,2002,9/23/2002 0:00
1298,ISIDORE,20.6,-89.6,09/23/06Z,70,952,HURRICANE-1,2002,9/23/2002 6:00
1298,ISIDORE,20.1,-89.6,09/23/12Z,60,960,TROPICAL STORM,2002,9/23/2002 12:00
1298,ISIDORE,20.3,-89.4,09/23/18Z,50,968,TROPICAL STORM,2002,9/23/2002 18:00
1298,ISIDORE,20.5,-89.3,09/24/00Z,35,980,TROPICAL STORM,2002,9/24/2002 0:00
1298,ISIDORE,21,-89.5,09/24/06Z,45,985,TROPICAL STORM,2002,9/24/2002 6:00
1298,ISIDORE,21.7,-89.7,09/24/12Z,50,987,TROPICAL STORM,2002,9/24/2002 12:00
1298,ISIDORE,22.1,-89.8,09/24/18Z,50,988,TROPICAL STORM,2002,9/24/2002 18:00
1298,ISIDORE,23,-89.7,09/25/00Z,50,987,TROPICAL STORM,2002,9/25/2002 0:00
1298,ISIDORE,24.2,-89.7,09/25/06Z,50,987,TROPICAL STORM,2002,9/25/2002 6:00
1298,ISIDORE,25.4,-90.2,09/25/12Z,50,990,TROPICAL STORM,2002,9/25/2002 12:00
1298,ISIDORE,26.3,-90.4,09/25/18Z,55,988,TROPICAL STORM,2002,9/25/2002 18:00
1298,ISIDORE,27.5,-90.3,09/26/00Z,55,989,TROPICAL STORM,2002,9/26/2002 0:00
1298,ISIDORE,29.1,-90.3,09/26/06Z,55,984,TROPICAL STORM,2002,9/26/2002 6:00
1298,ISIDORE,30,-89.9,09/26/12Z,55,985,TROPICAL STORM,2002,9/26/2002 12:00
1298,ISIDORE,32.2,-89.8,09/26/18Z,40,988,TROPICAL STORM,2002,9/26/2002 18:00
1298,ISIDORE,33,-89,09/27/00Z,20,992,TROPICAL DEPRESSION,2002,9/27/2002 0:00
1298,ISIDORE,35,-86.5,09/27/06Z,20,995,TROPICAL DEPRESSION,2002,9/27/2002 6:00
1298,ISIDORE,39.1,-82.9,09/27/12Z,20,998,TROPICAL DEPRESSION,2002,9/27/2002 12:00
1298,ISIDORE,40.9,-79.5,09/27/18Z,20,999,EXTRATROPICAL STORM,2002,9/27/2002 18:00
1300,KYLE,0,0,09/20/00Z,0,0,,2002,9/20/2002 0:00
1300,KYLE,0,0,09/20/06Z,0,0,,2002,9/20/2002 6:00
1300,KYLE,0,0,09/20/12Z,0,0,,2002,9/20/2002 12:00
1300,KYLE,28.3,-51.8,09/20/18Z,25,1007,SUBTROPICAL DEPRESSION,2002,9/20/2002 18:00
1300,KYLE,29.3,-51.4,09/21/00Z,30,1007,SUBTROPICAL DEPRESSION,2002,9/21/2002 0:00
1300,KYLE,30.4,-51.6,09/21/06Z,35,1007,SUBTROPICAL DEPRESSION,2002,9/21/2002 6:00
1300,KYLE,31,-51.6,09/21/12Z,35,1007,SUBTROPICAL DEPRESSION,2002,9/21/2002 12:00
1300,KYLE,31.7,-51.3,09/21/18Z,40,1006,SUBTROPICAL DEPRESSION,2002,9/21/2002 18:00
1300,KYLE,32.4,-50.9,09/22/00Z,45,1004,SUBTROPICAL DEPRESSION,2002,9/22/2002 0:00
1300,KYLE,32.8,-50.5,09/22/06Z,40,1006,SUBTROPICAL DEPRESSION,2002,9/22/2002 6:00
1300,KYLE,33.2,-49.9,09/22/12Z,40,1006,SUBTROPICAL DEPRESSION,2002,9/22/2002 12:00
1300,KYLE,33.3,-49.5,09/22/18Z,40,1006,SUBTROPICAL DEPRESSION,2002,9/22/2002 18:00
1300,KYLE,33.2,-49.1,09/23/00Z,35,1007,TROPICAL STORM,2002,9/23/2002 0:00
1300,KYLE,32.7,-49.4,09/23/06Z,35,1007,TROPICAL STORM,2002,9/23/2002 6:00
1300,KYLE,32.3,-49.5,09/23/12Z,35,1005,TROPICAL STORM,2002,9/23/2002 12:00
1300,KYLE,31.9,-49.6,09/23/18Z,40,1003,TROPICAL STORM,2002,9/23/2002 18:00
1300,KYLE,31.4,-50,09/24/00Z,40,1003,TROPICAL STORM,2002,9/24/2002 0:00
1300,KYLE,31,-50.4,09/24/06Z,45,1000,TROPICAL STORM,2002,9/24/2002 6:00
1300,KYLE,30.6,-50.7,09/24/12Z,50,997,TROPICAL STORM,2002,9/24/2002 12:00
1300,KYLE,30.3,-51.1,09/24/18Z,55,994,TROPICAL STORM,2002,9/24/2002 18:00
1300,KYLE,30,-52.1,09/25/00Z,55,994,TROPICAL STORM,2002,9/25/2002 0:00
1300,KYLE,29.7,-53.7,09/25/06Z,55,994,TROPICAL STORM,2002,9/25/2002 6:00
1300,KYLE,29.3,-54.4,09/25/12Z,60,990,TROPICAL STORM,2002,9/25/2002 12:00
1300,KYLE,29,-55.3,09/25/18Z,65,987,HURRICANE-1,2002,9/25/2002 18:00
1300,KYLE,28.6,-56.6,09/26/00Z,65,987,HURRICANE-1,2002,9/26/2002 0:00
1300,KYLE,28.2,-57.5,09/26/06Z,70,984,HURRICANE-1,2002,9/26/2002 6:00
1300,KYLE,27.9,-58.3,09/26/12Z,75,982,HURRICANE-1,2002,9/26/2002 12:00
1300,KYLE,27.8,-59,09/26/18Z,75,981,HURRICANE-1,2002,9/26/2002 18:00
1300,KYLE,27.5,-59.5,09/27/00Z,75,980,HURRICANE-1,2002,9/27/2002 0:00
1300,KYLE,27.1,-60,09/27/06Z,75,982,HURRICANE-1,2002,9/27/2002 6:00
1300,KYLE,27,-60.4,09/27/12Z,75,982,HURRICANE-1,2002,9/27/2002 12:00
1300,KYLE,26.8,-60.8,09/27/18Z,70,984,HURRICANE-1,2002,9/27/2002 18:00
1300,KYLE,26.5,-61.4,09/28/00Z,70,984,HURRICANE-1,2002,9/28/2002 0:00
1300,KYLE,26.3,-62.3,09/28/06Z,65,987,HURRICANE-1,2002,9/28/2002 6:00
1300,KYLE,26.5,-62.9,09/28/12Z,60,990,TROPICAL STORM,2002,9/28/2002 12:00
1300,KYLE,26.7,-63.2,09/28/18Z,50,997,TROPICAL STORM,2002,9/28/2002 18:00
1300,KYLE,27.1,-63.7,09/29/00Z,45,1000,TROPICAL STORM,2002,9/29/2002 0:00
1300,KYLE,27.2,-64.4,09/29/06Z,40,1002,TROPICAL STORM,2002,9/29/2002 6:00
1300,KYLE,27.7,-64.7,09/29/12Z,40,1002,TROPICAL STORM,2002,9/29/2002 12:00
1300,KYLE,28.1,-64.7,09/29/18Z,40,1002,TROPICAL STORM,2002,9/29/2002 18:00
1300,KYLE,28.7,-64.6,09/30/00Z,40,1002,TROPICAL STORM,2002,9/30/2002 0:00
1300,KYLE,29.1,-64.7,09/30/06Z,35,1003,TROPICAL STORM,2002,9/30/2002 6:00
1300,KYLE,29,-65.5,09/30/12Z,35,1004,TROPICAL STORM,2002,9/30/2002 12:00
1300,KYLE,27.8,-66.7,09/30/18Z,30,1005,TROPICAL DEPRESSION,2002,9/30/2002 18:00
1300,KYLE,28.2,-66.8,10/01/00Z,30,1005,TROPICAL DEPRESSION,2002,10/1/2002 0:00
1300,KYLE,28.5,-66.8,10/01/06Z,30,1008,TROPICAL DEPRESSION,2002,10/1/2002 6:00
1300,KYLE,28.5,-67.2,10/01/12Z,35,1005,TROPICAL STORM,2002,10/1/2002 12:00
1300,KYLE,28.5,-67.5,10/01/18Z,40,1002,TROPICAL STORM,2002,10/1/2002 18:00
1300,KYLE,28.4,-67.7,10/02/00Z,45,1000,TROPICAL STORM,2002,10/2/2002 0:00
1300,KYLE,28.5,-67.8,10/02/06Z,45,1000,TROPICAL STORM,2002,10/2/2002 6:00
1300,KYLE,28.8,-67.6,10/02/12Z,50,997,TROPICAL STORM,2002,10/2/2002 12:00
1300,KYLE,29,-66.9,10/02/18Z,55,994,TROPICAL STORM,2002,10/2/2002 18:00
1300,KYLE,29.1,-66.7,10/03/00Z,55,994,TROPICAL STORM,2002,10/3/2002 0:00
1300,KYLE,29,-66.6,10/03/06Z,55,994,TROPICAL STORM,2002,10/3/2002 6:00
1300,KYLE,29,-67.2,10/03/12Z,50,1000,TROPICAL STORM,2002,10/3/2002 12:00
1300,KYLE,29.3,-67.7,10/03/18Z,45,1000,TROPICAL STORM,2002,10/3/2002 18:00
1300,KYLE,29.4,-68,10/04/00Z,45,1000,TROPICAL STORM,2002,10/4/2002 0:00
1300,KYLE,29.6,-68.4,10/04/06Z,35,1000,TROPICAL STORM,2002,10/4/2002 6:00
1300,KYLE,30.1,-69.5,10/04/12Z,35,1004,TROPICAL STORM,2002,10/4/2002 12:00
1300,KYLE,30.6,-70.2,10/04/18Z,35,1004,TROPICAL STORM,2002,10/4/2002 18:00
1300,KYLE,31.1,-70.9,10/05/00Z,35,1004,TROPICAL STORM,2002,10/5/2002 0:00
1300,KYLE,31.6,-71.6,10/05/06Z,30,1006,TROPICAL DEPRESSION,2002,10/5/2002 6:00
1300,KYLE,32.3,-71.3,10/05/12Z,30,1005,TROPICAL DEPRESSION,2002,10/5/2002 12:00
1300,KYLE,32.9,-70.8,10/05/18Z,30,1005,TROPICAL DEPRESSION,2002,10/5/2002 18:00
1300,KYLE,33.2,-70.1,10/06/00Z,30,1006,TROPICAL DEPRESSION,2002,10/6/2002 0:00
1300,KYLE,33.6,-69.7,10/06/06Z,30,1008,TROPICAL DEPRESSION,2002,10/6/2002 6:00
1300,KYLE,33.3,-69.7,10/06/12Z,35,1007,TROPICAL STORM,2002,10/6/2002 12:00
1300,KYLE,32.8,-69.7,10/06/18Z,35,1006,TROPICAL STORM,2002,10/6/2002 18:00
1300,KYLE,32.6,-69.7,10/07/00Z,35,1006,TROPICAL STORM,2002,10/7/2002 0:00
1300,KYLE,32.6,-70.4,10/07/06Z,35,1006,TROPICAL STORM,2002,10/7/2002 6:00
1300,KYLE,32.6,-70.8,10/07/12Z,35,1006,TROPICAL STORM,2002,10/7/2002 12:00
1300,KYLE,32.7,-70.9,10/07/18Z,35,1006,TROPICAL STORM,2002,10/7/2002 18:00
1300,KYLE,32.6,-71,10/08/00Z,35,1006,TROPICAL STORM,2002,10/8/2002 0:00
1300,KYLE,32.1,-71.2,10/08/06Z,35,1006,TROPICAL STORM,2002,10/8/2002 6:00
1300,KYLE,31.4,-71.3,10/08/12Z,35,1006,TROPICAL STORM,2002,10/8/2002 12:00
1300,KYLE,30.7,-71.9,10/08/18Z,30,1009,TROPICAL DEPRESSION,2002,10/8/2002 18:00
1300,KYLE,29.8,-72.4,10/09/00Z,30,1010,TROPICAL DEPRESSION,2002,10/9/2002 0:00
1300,KYLE,29,-73.3,10/09/06Z,30,1009,TROPICAL DEPRESSION,2002,10/9/2002 6:00
1300,KYLE,28.7,-74,10/09/12Z,30,1010,TROPICAL DEPRESSION,2002,10/9/2002 12:00
1300,KYLE,28.5,-74.8,10/09/18Z,25,1011,TROPICAL DEPRESSION,2002,10/9/2002 18:00
1300,KYLE,28.4,-75.8,10/10/00Z,25,1010,TROPICAL DEPRESSION,2002,10/10/2002 0:00
1300,KYLE,28.3,-77,10/10/06Z,25,1010,TROPICAL DEPRESSION,2002,10/10/2002 6:00
1300,KYLE,28.4,-78.1,10/10/12Z,25,1010,TROPICAL DEPRESSION,2002,10/10/2002 12:00
1300,KYLE,28.9,-79.5,10/10/18Z,30,1010,TROPICAL DEPRESSION,2002,10/10/2002 18:00
1300,KYLE,29.8,-80.2,10/11/00Z,30,1009,TROPICAL DEPRESSION,2002,10/11/2002 0:00
